SCENARIO;BRANCHE;SS_BRANCHE;BAT_TYPE;PERIODE_DETAIL;PERIODE_SIMPLE;ENERGIE;BESOIN;SURFACE_CHAUFFEE;ETABLISSEMENTS;COUT_PLAN_MIN;COUT_PLAN_MAX;COUT_FEN_MIN;COUT_FEN_MAX;COUT_MUR_MIN;COUT_MUR_MAX;COUT_TOIT_MIN;COUT_TOIT_MAX
Modeste bati;Sport Loisir Culture;Loisir;Grand bar café tabac;1981-1998;1981-1998;Gaz;6149419,00563351;98425;116309,25;3937000;4921250;12623006,25;15280481,25;0;0;0;0
Maximal;Sport Loisir Culture;Culture;Immeuble péri urbain;Av 1980;Av 1980;Gaz;1258506,8392093;208484,369307699;441848,383071717;1592481,21515129;2047475,84805166;28020299,2349548;40028998,9070783;7505437,29507719;9606959,73769881;1364983,89870111;1819978,53160148
Maximal;Sport Loisir Culture;Culture;Musée;Av 1980;Av 1980;Autres;866291,530501343;134976,9888347;122529,606791466;769311,46265675;1025748,61687566;6073964,4975615;8098619,330082;2429585,7990246;3036982,24878075;1153967,19398512;1410404,34820404
Maximal;Santé Action Sociale;Garderie;Garderie;1949-1978;Av 1980;Urbain;2087138,57669018;179169,62863027;268266,780077195;2214429,45798933;2214429,45798933;16390859,1773993;22537431,368924;5975834,0750935;7649067,61611969;3936763,48086992;4428858,91597866
Maximal;Sport Loisir Culture;Culture;Grand cinéma;1981-1998;1981-1998;Fioul;1839050,59470176;316195,981144392;194067,524386948;3563702,57034875;4581903,3047341;52362054,4775114;63745109,7987095;11686603,4630967;12749021,9597419;12218408,8126242;13236609,5470096
Maximal;Sport Loisir Culture;Culture;Grande salle de spectacle;1981-1998;1981-1998;Gaz;1319885,8634091;390706,00627;271361,8122636;6837355,109725;8790885,141075;21229987,6156961;25845202,3147605;11507268,6496671;12553383,9814551;23442360,3762;25395890,40755
Maximal;Café Hôtel Restaurant;Hôtel sans restaurant;Moyen Hotel sans restaurant Haut de gamme;1981-1998;1981-1998;Autres;37859,1654428273;5059,6785206259;3010,5087197724;56921,3833570412;69570,5796586059;1269555,20237575;1428249,60267272;377996,451064247;483835,457362236;113842,766714082;126491,963015647
Modeste bati;Café Hôtel Restaurant;Hôtel sans restaurant;Moyen Hotel sans restaurant Luxe;Av 1980;Av 1980;Fioul;3801388,91406121;31269,6550729678;29750,6058795269;0;0;0;0;0;0;0;0
BBC renovation;Café Hôtel Restaurant;Hôtel sans restaurant;Petit Hotel sans restaurant Bas de gamme;1981-1998;1981-1998;Autres;142738,75965285;4747,53033157;4244,2096475562;0;0;1172376,2400017;1465470,30000213;245783,601619781;393253,76259165;47475,3033157001;59344,1291446251
Maximal;Santé Action Sociale;Cabinet médical;Cabinet médical;2000-2007;1999-2008;Fioul;4880558,85576489;657490,604692849;818819,699302274;0;0;43858491,0872442;62654987,2674917;18274371,2041654;23391195,1413317;16032776,6403825;18036873,7204303
Maximal;Enseignement Recherche;Enseignement primaire;Cantine préélémentaire;1981-1999;1981-1998;Gaz;7033350,68643875;133606,493395861;529620,059929124;4676227,26885514;6012292,20281375;19012989,9370678;26142861,1634682;5941559,35533369;7605195,97482712;10688519,4716689;12024584,4056275
Maximal;Café Hôtel Restaurant;Café, cantine, traiteur;Grand bar café tabac;1999-2008;1999-2008;Gaz;504177,902701484;66775;39882,625;3004875;3672625;10366818,75;12620475;540877,5;811316,25;0;0
BBC renovation;Commerce;Commerce de détail non alimentaire;Grand Mode;1981-1998;1981-1998;Gaz;3251013,17452682;135348,478748331;99344,462981336;0;0;10782762,1583302;16174143,2374953;1628693,35913361;2035866,69891701;676742,393741659;1127903,98956943
Modeste bati;Enseignement Recherche;Enseignement secondaire;Internat college;1961-1980;Av 1980;Autres;409373,321488451;4992,6822347577;4992,6822347577;49926,8223475765;66569,0964634353;244413,006801861;342178,209522605;97765,2022214763;136871,283110066;0;0
BBC renovation;Enseignement Recherche;Enseignement secondaire;Lycée d’enseignement général et technologique (LEGT);1981-1999;1981-1998;Gaz;66814843,0278847;6181744,66793423;7749882,67901861;0;0;270086875,810782;330106181,546511;132042472,618604;180057917,207188;192264224,458571;219730542,238367
BBC renovation;Commerce;Commerce de gros;Petit commerce de gros;Av 1980;Av 1980;Fioul;174203373,701009;4789380,85501064;6837293,81775638;0;0;136497354,367803;165233639,497867;138013991,486893;152541780,06446;526831894,051171;574725702,601277
Maximal;Commerce;Commerce de détail non alimentaire;Petit librairie;1999-2008;1999-2008;Urbain;532983,964606727;52717,9430486261;69118,1177357713;2372307,43718817;2899486,86767444;12882947,332508;15683588,0569662;118615,371859408;177923,057789113;0;0
Modeste bati;Commerce;Process;Petit process;1981-1998;1981-1998;Gaz;69787910,6020579;1370139,21469812;2300396,36933561;54805568,587925;68506960,7349062;276596853,967184;334827770,591854;0;0;0;0
BBC renovation;Café Hôtel Restaurant;Restaurant;Petit restaurant traditionnel;1999-2008;1999-2008;Fioul;1234240,80099052;40880;29310,35;1839600;2248400;7281750;8814750;383250;613200;0;0
Maximal;Café Hôtel Restaurant;Restaurant;Petit restaurant rapide;1999-2008;1999-2008;Gaz;363490,352634917;17690;14074,65;796050;972950;3814406,25;4643625;199012,5;298518,75;0;0
Modeste bati;Café Hôtel Restaurant;Restaurant;Petit restaurant traditionnel;1981-1998;1981-1998;Autres;905448,416277958;11660;136158,6;466400;583000;2076937,5;2514187,5;0;0;0;0
Modeste bati;Enseignement Recherche;Enseignement supérieur et recherche;école;1981-1999;1981-1998;Urbain;17119572,0757636;285211,789746626;231525,432900168;0;0;0;0;0;0;0;0
Modeste bati;Commerce;Commerce de détail non alimentaire;Grand librairie;1981-1998;1981-1998;Urbain;772790,727227818;17500,8424558635;10584,1118956128;0;0;1394233,78465057;2091350,67697585;184269,286820686;236917,654483739;58336,141519545;116672,28303909
Modeste bati;Bureaux Administration;Bureaux;plateau large bureau paysagés;1981-1998;1981-1998;Gaz;84262250,4594654;1778183,17613945;1038973,38419667;0;0;0;0;0;0;0;0
Maximal;Enseignement Recherche;Enseignement primaire;Préélémentaire;1981-1999;1981-1998;Urbain;1657586,59568912;199867,409863708;332780,031028923;2571501,74684495;3306216,53165779;19892685,7816979;27352442,9498346;7252541,68291623;9283253,35413277;5877718,27850275;6612433,06331559
Maximal;Transport;Transport routier;nr;1999-2008;1999-2008;Autres;1561033,16376489;9140,3307028729;12831,5984276822;0;0;0;0;0;0;0;0
Maximal;Transport;Service;nr;Av 1980;Av 1980;Electricité;24354272,8995572;448304,470897203;601746,929123105;0;0;0;0;0;0;0;0
BBC renovation;Transport;Service;nr;1999-2008;1999-2008;Gaz;12146563,4291331;76416,7636423285;128079,676405286;0;0;0;0;0;0;0;0
Modeste bati;Sport Loisir Culture;Sport;Vestiaire et rangement;Av 1980;Av 1980;Gaz;163277069,457781;1019247,555;3693879,75;0;0;0;0;123765774,506592;173272084,30923;61154853,3;71347328,85
Maximal;Sport Loisir Culture;Loisir;Salle non spécialisée;1981-1998;1981-1998;Fioul;6255359,09458259;314122,54;304138,83145;0;0;9894860,01;14135514,3;33571846,4625;42971963,472;25129803,2;28271028,6
Maximal;Sport Loisir Culture;Sport;Salle non spécialisée;Av 1980;Av 1980;Autres;4663725,9979605;191168,09;466356,847975;6690883,15;8602564,05;6021794,835;8602564,05;20431089,61875;26151794,712;15293447,2;17205128,1
Maximal;Sport Loisir Culture;Culture;Immeuble péri urbain;Av 1980;Av 1980;Urbain;1923268,06563899;346455,554619809;600584,580470143;2017523,15602809;2593958,34346469;46563626,5409024;66519466,4870035;12472399,9663131;15964671,9568808;1729305,56230979;2305740,74974639
Modeste bati;Sport Loisir Culture;Culture;Immeuble péri urbain;Av 1980;Av 1980;Fioul;6843963,39979763;198091,291085439;414532,896750967;0;0;15213411,1553617;22820116,7330426;5705029,18326067;7987040,85656494;862114,122513194;1293171,18376979
Maximal;Sport Loisir Culture;Loisir;Grand bar café tabac;Av 1980;Av 1980;Gaz;1265790,34660127;140775;166685,375;6334875;7742625;21855318,75;26606475;1140277,5;1710416,25;0;0
Maximal;Sport Loisir Culture;Sport;Grand bar café tabac;1999-2008;1999-2008;Gaz;444450,784655603;46312;45247,647;2084040;2547160;7189938;8752968;375127,2;562690,8;0;0
Modeste bati;Sport Loisir Culture;Sport;Patinoire;Av 1980;Av 1980;Gaz;2022509,49043988;56186,74;47798,562675;0;0;0;0;0;0;0;0
Modeste bati;Sport Loisir Culture;Culture;Grande salle de spectacle;Av 1980;Av 1980;Gaz;9424022,80472966;240848,055272;177699,01870304;0;0;0;0;0;0;10838162,48724;12042402,7636
Maximal;Sport Loisir Culture;Culture;Grande salle de spectacle;Av 1980;Av 1980;Gaz;1072680,29319375;240848,055272;177699,01870304;4214840,96726;5419081,24362;13087081,2033423;15932098,8562428;7093577,34789858;7738448,01588936;14450883,31632;15655123,59268
Maximal;Sport Loisir Culture;Sport;Piscine;Av 1980;Av 1980;Urbain;12276,8685472613;4317,45;4708,62025;0;0;0;0;0;0;0;0
BBC renovation;Enseignement Recherche;Enseignement secondaire;Lycée professionnel (LP);2000-2007;1999-2008;Fioul;2590436,46582012;244216,502913853;267770,667037405;0;0;10670073,8766487;13041201,4047928;5216480,56191714;7113382,58443247;8218708,62420369;9392809,85623279
Modeste bati;Enseignement Recherche;Enseignement secondaire;Cantine LP;2000-2007;1999-2008;Electricité;269513,95583609;1094,9013755416;565,0928366671;0;0;0;0;0;0;0;0
Modeste bati;Enseignement Recherche;Enseignement secondaire;Internat LP;2000-2007;1999-2008;Electricité;86274,1076623648;953,8246021883;476,9123010941;0;0;0;0;0;0;0;0
Modeste bati;Enseignement Recherche;Enseignement secondaire;Cantine collége;2000-2007;1999-2008;Fioul;5278141,23133785;23777,707821711;23777,707821711;0;0;0;0;0;0;0;0
Maximal;Enseignement Recherche;Enseignement supérieur et recherche;école;avant 1960;Av 1980;Urbain;1445416,64307791;132380,949935614;86352,3026113009;2316666,62387326;2978571,37355133;17009322,5101851;23387818,4515046;5315413,28443286;6803729,00407407;1985714,24903422;2647618,99871229
Modeste bati;Enseignement Recherche;Enseignement supérieur et recherche;école;avant 1960;Av 1980;Autres;2974834,94827539;58672,7667257999;45922,554051358;0;0;4711705,178735;6596387,250229;1884682,071494;2638554,9000916;586727,667257999;880091,500886999
Modeste bati;Transport;Transport aérien;nr;1999-2008;1999-2008;Electricité;2361076,27212728;53492,5066603809;56661,7063359943;0;0;0;0;0;0;0;0
Maximal;Café Hôtel Restaurant;Hôtel sans restaurant;Grand Hotel sans restaurant Haut de gamme;Av 1980;Av 1980;Autres;23967,8132868708;2675,2;1591,744;33440;36784;427640,88897024;498914,37046528;156491,377929216;182573,274250752;66880;73568
Maximal;Café Hôtel Restaurant;Café, cantine, traiteur;Grand bar café tabac;1981-1998;1981-1998;Gaz;1309467,88705438;174250;135519;7841250;9583750;27052312,5;32933250;1411425;2117137,5;0;0
BBC renovation;Commerce;Commerce de détail non alimentaire;Grand brico;1981-1998;1981-1998;Urbain;3185510,02570091;71299,2808295751;43481,0220450257;0;0;1818131,63976438;2222160,89304535;1786046,98264188;1984496,64737986;7129928,08295751;7842920,89125327
BBC renovation;Commerce;Commerce de détail non alimentaire;Grand Mode;1999-2008;1999-2008;Fioul;1921198,92217785;82437,4309494178;57332,2903021397;0;0;6567515,34329527;9851273,01494291;991997,084658828;1239996,35582353;412187,154747089;686978,591245148
Modeste bati;Bureaux Administration;Bureaux;immeuble rénové;1999-2008;1999-2008;Fioul;33053191,5782271;1226846,55923497;1137852,57865494;0;0;0;0;0;0;0;0
Modeste bati;Enseignement Recherche;Enseignement secondaire;Internat LP;1961-1980;Av 1980;Autres;626803,753426546;6992,1709412483;6992,1709412483;69921,7094124826;93228,9458833102;342296,473812346;479215,063337285;136918,588825721;191686,02435601;0;0
BBC renovation;Enseignement Recherche;Enseignement secondaire;Internat LEGT;avant 1960;Av 1980;Autres;174070,087288902;9034,5371175107;9034,5371175107;105402,933037624;135518,05676266;375937,128863127;464392,923889746;194602,748064761;265367,383724674;210805,866075249;240920,989800284
BBC renovation;Habitat Communautaire;Maison retraite médicalisée;Maison retraite médicalisée;Av 1974;Av 1980;Fioul;39610648,991944;3335260,86544011;5353404,2131746;29091996,5309343;37403995,5397727;189028162,851059;236285203,563824;121293071,285055;165399642,661439;0;0
Modeste bati;Café Hôtel Restaurant;Hôtel avec restaurant;Moyen Hotel avec restaurant Bas de gamme;Av 1980;Av 1980;Electricité;27857853,1617655;292205,463372885;100807,956331737;2922054,63372885;3652568,29216107;40374858,6208654;50468573,2760818;0;0;0;0
Maximal;Commerce;Petit commerce alimentaire;Petit poissonnerie;1981-1998;1981-1998;Electricité;7512303,69260252;199310,399999999;91945,3541658026;8968967,99999999;10962071,9999999;48706478,9999999;59294843,9999999;448448,399999999;672672,599999999;0;0
Maximal;Commerce;Commerce de détail non alimentaire;ZAC Mode;1981-1998;1981-1998;Autres;500112,083211864;32147,9765470684;23498,7859395826;1125179,17914739;1446658,94461808;1109105,19087386;1350215,01497687;1072670,81627509;1170186,34502737;3857757,18564821;4179236,95111889
Modeste bati;Habitat Communautaire;Service à la personne;Résidentiel;1981-1998;1981-1998;Electricité;12515962,9074337;145906,483557378;121934,391526852;0;0;0;0;0;0;0;0
Modeste bati;Habitat Communautaire;Service à la personne;Résidentiel;Av 1980;Av 1980;Autres;15936294,1825347;180527,356437969;264246,918480094;0;0;0;0;0;0;0;0
Modeste bati;Commerce;Petit commerce alimentaire;Petit librairie;Av 1980;Av 1980;Autres;702671,134114135;25806,9999999999;19652,7301425282;1032279,99999999;1290349,99999999;5209788,12499999;6306585,62499999;0;0;0;0
Modeste bati;Enseignement Recherche;Enseignement secondaire;Cantine collége;avant 1960;Av 1980;Electricité;6256434,56842676;25751,7186873568;14573,3309796447;0;0;1603271,70729021;2137695,60972028;712565,203240096;997591,284536134;1545103,12124141;1802620,30811498
Modeste bati;Enseignement Recherche;Enseignement supérieur et recherche;école;1961-1980;Av 1980;Electricité;7014575,13722754;233072,846786092;101520,606137193;3496092,70179138;4661456,93572184;18716869,8615612;26203617,8061858;7486747,94462451;10481447,1224743;0;0
Maximal;Commerce;Process;Grand process;Av 1980;Av 1980;Urbain;1844872,74834227;105077,533809523;83570,8360805058;1401033,78412698;2101550,67619047;18835147,9668804;25113530,6225072;1264432,98877356;1580541,23596696;525387,669047619;875646,115079365
Modeste bati;Café Hôtel Restaurant;Hôtel avec restaurant;Moyen Hotel avec restaurant Haut de gamme;1981-1998;1981-1998;Urbain;3393134,05959135;25267,9792124542;16602,8221025641;252679,792124542;315849,740155677;3170072,40004701;3962590,50005877;0;0;0;0
BBC renovation;Sport Loisir Culture;Sport;Grande salle multisport;Av 1980;Av 1980;Electricité;3423312,78071412;297523,87;102884,5843725;0;0;2597953,08380627;3896929,62570941;23100133,0768467;31500181,4684273;7289378,22083333;8330717,96666666
Modeste bati;Sport Loisir Culture;Loisir;Grand bar café tabac;1981-1998;1981-1998;Autres;640016,661880265;11450;8698,75;458000;572500;1468462,5;1777612,5;0;0;0;0
Maximal;Sport Loisir Culture;Culture;Immeuble péri urbain;Av 1980;Av 1980;Fioul;1217732,84381078;198091,291085439;414532,896750967;1508699,71439809;1939756,77565468;26623469,5218831;38033527,8884044;7131286,47907583;9128046,69321707;1293171,18376979;1724228,24502638
BBC renovation;Sport Loisir Culture;Loisir;Salle non spécialisée;1981-1998;1981-1998;Urbain;25345,9374779;1146,145;717,34;0;0;20630,61;30945,915;107794,93725;146993,09625;80230,15;91691,6
Maximal;Café Hôtel Restaurant;Hôtel avec restaurant;Hotel d'affaire avec restaurant Luxe;1999-2008;1999-2008;Gaz;712048,127017314;103550,847619047;60319,7543333333;0;0;59748479,5114047;72737279,4051883;10543849,3675714;0;2071016,95238095;2329894,07142857
Maximal;Café Hôtel Restaurant;Hôtel avec restaurant;Petit Hotel avec restaurant Luxe;1981-1998;1981-1998;Electricité;271137,349066022;5154;1237,62;0;0;3076250,7975948;3735447,3970794;0;0;51540;64425
BBC renovation;Bureaux Administration;Administration;plateau large bureaux cloisonnés;1999-2008;1999-2008;Autres;3018667,2314656;224620,799113333;159179,703255408;0;0;44781121,2977912;54208725,7815368;44781121,2977912;54208725,7815368;1788732,51171666;2044265,72767619
BBC renovation;Café Hôtel Restaurant;Hôtel sans restaurant;Petit Hotel sans restaurant Bas de gamme;1999-2008;1999-2008;Autres;64618,3556050294;2171,1364528612;1283,9511894524;0;0;536150,085068384;670187,60633548;112401,543481185;179842,469569896;21711,3645286115;27139,2056607644
Modeste bati;Enseignement Recherche;Enseignement secondaire;Internat LEGT;2000-2007;1999-2008;Fioul;364282,669556188;4269,2452706983;4269,2452706983;0;0;0;0;0;0;0;0
Maximal;Enseignement Recherche;Enseignement secondaire;Internat LEGT;2000-2007;1999-2008;Fioul;58434,7474715076;4269,2452706983;4269,2452706983;49807,8614914804;64038,6790604748;334396,310222744;459794,926556273;104498,846410952;133758,523406018;113846,540551955;128077,358120949
Maximal;Transport;Transport aérien;nr;Av 1980;Av 1980;Autres;899490,715304455;6235,7197580324;7440,6623013487;0;0;0;0;0;0;0;0
Maximal;Enseignement Recherche;Enseignement supérieur et recherche;R&D sciences physiques et naturelles;avant 1960;Av 1980;Fioul;10550,8034554943;1314,5596342257;1314,5596342257;23004,79359895;29577,5917700785;178780,110254697;245822,651600208;55868,7844545928;71512,0441018788;19718,3945133857;26291,1926845142
Modeste bati;Café Hôtel Restaurant;Hôtel sans restaurant;Grand Hotel sans restaurant Haut de gamme;Av 1980;Av 1980;Autres;128065,362664025;2675,2;1591,744;0;0;427640,88897024;498914,37046528;0;0;0;0
Modeste bati;Commerce;Grand commerce alimentaire;Grand alimentaire;1981-1998;1981-1998;Autres;102759,040017237;1896,798245;1040,662695635;0;0;151111,593771239;226667,390656859;19971,7048325165;25677,9062132355;6322,6608166667;12645,3216333333
BBC renovation;Enseignement Recherche;Enseignement primaire;Cantine élémentaire;2000-2007;1999-2008;Gaz;5303788,34667977;83300,8281665231;150264,721067557;0;0;6667986,29449941;8149761,02661039;3259904,41064415;4445324,19633294;5831057,97165661;6664066,25332184
Maximal;Enseignement Recherche;Enseignement primaire;Elémentaire;1981-1999;1981-1998;Autres;1588852,81681876;165966,468752949;167863,753138403;2517415,01691833;3236676,45032357;16518545,0466974;22712999,4392089;6022386,20802649;7708654,34627391;5754091,4672419;6473352,90064714
BBC renovation;Commerce;Commerce de détail non alimentaire;Complexe brico;1981-1998;1981-1998;Electricité;5806464,32776597;332754,950011588;100402,397516812;0;0;6987853,85041686;8540710,26162061;8485251,21531285;9428056,90590316;11091831,6670529;12201014,8337582
Maximal;Café Hôtel Restaurant;Restaurant;Grand restaurant rapide;1981-1998;1981-1998;Electricité;6141354,07537317;212900;85905,54;7451500;9580500;61698420;75111120;8149812;8890704;25548000;27677000
Maximal;Café Hôtel Restaurant;Restaurant;Grand restaurant traditionnel;Av 1980;Av 1980;Urbain;9630280,88291117;457949,999999999;2227026,49999999;18317999,9999999;27476999,9999999;56877389,9999999;75836519,9999999;2967515,99999999;3709394,99999999;0;0
Modeste bati;Santé Action Sociale;Hôpital;Hopital pavillonnaire;Av 1915;Av 1980;Fioul;438592497,525889;3913704,4797798;3305808,48193833;0;0;76786287,0101987;92143544,4122385;0;0;30976500,2398586;39826928,8798183
Maximal;Café Hôtel Restaurant;Hôtel avec restaurant;Hotel d'affaire avec restaurant Luxe;1981-1998;1981-1998;Electricité;1634480,44519315;268935,569823595;76522,6900641232;0;0;155174889,949788;188908561,678003;27383804,2179424;0;5378711,39647191;6051050,3210309
BBC renovation;Bureaux Administration;Bureaux;immeuble rénové;1981-1998;1981-1998;Urbain;20387833,5451643;991043,906892128;3274646,19174701;0;0;35677580,6481166;53516370,9721749;9514021,50616443;11892526,8827055;3735905,14894469;6226508,58157449
BBC renovation;Commerce;Petit commerce alimentaire;Petit boulangerie;1999-2008;1999-2008;Fioul;4671192,35898557;116311,799999999;111046,411643986;5234030,99999999;6397148,99999999;23480444,6249999;28423696,1249999;218084,624999999;348935,399999999;0;0
BBC renovation;Enseignement Recherche;Enseignement secondaire;Lycée d’enseignement général et technologique (LEGT);1961-1980;Av 1980;Gaz;53422619,7410169;6732943,78964712;9502171,75827677;100133152,71375;128742624,917679;294169340,669821;359540305,263115;143816122,105246;196112893,779881;200266305,427501;228875777,63143
